Medcode	ReadCode	Value	Rubric
26667	2G5I.	1	O/E - Left diabetic foot at low risk
26667	2G5I..	1	O/E - Left diabetic foot at low risk
26667	2G5I.00	1	O/E - Left diabetic foot at low risk
31156	2G5J	1	O/E - Left diabetic foot at moderate risk
31156	2G5J.	1	O/E - Left diabetic foot at moderate risk
31156	2G5J..	1	O/E - Left diabetic foot at moderate risk
31156	2G5J.00	1	O/E - Left diabetic foot at moderate risk
26664	2G5B	1	O/E - Left diabetic foot at risk
26664	2G5B.	1	O/E - Left diabetic foot at risk
26664	2G5B..	1	O/E - Left diabetic foot at risk
26664	2G5B.00	1	O/E - Left diabetic foot at risk
62384	2G5V	0	O/E - right chronic diabetic foot ulcer
62384	2G5V.	0	O/E - right chronic diabetic foot ulcer
62384	2G5V..	0	O/E - right chronic diabetic foot ulcer
62384	2G5V.00	0	O/E - right chronic diabetic foot ulcer
35316	2G5H	1	O/E - Right diabetic foot - ulcerated
35316	2G5H.	1	O/E - Right diabetic foot - ulcerated
35316	2G5H..	1	O/E - Right diabetic foot - ulcerated
35316	2G5H.00	1	O/E - Right diabetic foot - ulcerated
31171	2G5G	1	O/E - Right diabetic foot at high risk
31171	2G5G.	1	O/E - Right diabetic foot at high risk
31171	2G5G..	1	O/E - Right diabetic foot at high risk
31171	2G5G.00	1	O/E - Right diabetic foot at high risk
105741	2G5e	1	O/E - Right diabetic foot at increased risk
105741	2G5e.	1	O/E - Right diabetic foot at increased risk
105741	2G5e..	1	O/E - Right diabetic foot at increased risk
105741	2G5e.00	1	O/E - Right diabetic foot at increased risk
31157	2G5F	1	O/E - Right diabetic foot at moderate risk
31157	2G5F.	1	O/E - Right diabetic foot at moderate risk
31157	2G5F..	1	O/E - Right diabetic foot at moderate risk
31157	2G5F.00	1	O/E - Right diabetic foot at moderate risk
17095	2G5A	1	O/E - Right diabetic foot at risk
17095	2G5A.	1	O/E - Right diabetic foot at risk
17095	2G5A..	1	O/E - Right diabetic foot at risk
17095	2G5A.00	1	O/E - Right diabetic foot at risk
59288	C103y00	1	Other specified diabetes mellitus with coma
38617	C101y00	1	Other specified diabetes mellitus with ketoacidosis
38617	C101y00.	1	Other specified diabetes mellitus with ketoacidosis
46290	C108y00	1	Other specified diabetes mellitus with multiple comps
61523	C106y00	1	Other specified diabetes mellitus with neurological comps
47377	C105y00	1	Other specified diabetes mellitus with ophthalmic complicatn
10098	C10yy00	1	Other specified diabetes mellitus with other spec comps
10098	C10yy00.	1	Other specified diabetes mellitus with other spec comps
13279	C104y00	1	Other specified diabetes mellitus with renal complications
64283	C10zy00	1	Other specified diabetes mellitus with unspecified comps
64283	C10zy00.	1	Other specified diabetes mellitus with unspecified comps
32619	66Af	1	Patient diabetes education review
32619	66Af.	1	Patient diabetes education review
32619	66Af..	1	Patient diabetes education review
32619	66Af.00	1	Patient diabetes education review
32359	ZRbH.00	1	Perceived control of insulin-dependent diabetes
64828	7L1A600	1	Peritoneal dialysis NEC
31790	F372	1	Polyneuropathy in diabetes
31790	F372.	1	Polyneuropathy in diabetes
31790	F372..	1	Polyneuropathy in diabetes
31790	F372.00	1	Polyneuropathy in diabetes
50960	L180500	1	"Pre-existing diabetes mellitus, insulin-dependent"
50609	L180600	1	"Pre-existing diabetes mellitus, non-insulin-dependent"
55431	L180X00	1	"Pre-existing diabetes mellitus, unspecified"
109133	L180700	1	Pre-existing malnutrition-related diabetes mellitus
39406	C109800	1	Reaven's syndrome
54773	C10F800	1	Reaven's syndrome
37625	66AJ300	1	Recurrent severe hypos
14980	C314	1	Renal diabetes
14980	C314.	1	Renal diabetes
14980	C314..	1	Renal diabetes
11848	C314.11	1	Renal diabetes
22487	C10N	1	Secondary diabetes mellitus
22487	C10N.	1	Secondary diabetes mellitus
22487	C10N.00	1	Secondary diabetes mellitus
94383	C10N000	1	Secondary diabetes mellitus without complication
51697	C10G	1	Secondary pancreatic diabetes mellitus
51697	C10G.	1	Secondary pancreatic diabetes mellitus
51697	C10G.00	1	Secondary pancreatic diabetes mellitus
96506	C10G000	1	Secondary pancreatic diabetes mellitus without complication
96506	C10G000.	1	Secondary pancreatic diabetes mellitus without complication
26108	C10B0	1	Steroid induced diabetes mellitus without complication
26108	C10B0.	1	Steroid induced diabetes mellitus without complication
26108	C10B0..	1	Steroid induced diabetes mellitus without complication
26108	C10B000	1	Steroid induced diabetes mellitus without complication
1549	C10E.00	1	Type 1 diabetes mellitus
17858	C10E.00	1	Type 1 diabetes mellitus
17858	C108.12	1	Type 1 diabetes mellitus
17858	C10E	1	Type 1 diabetes mellitus
17858	C10E.	1	Type 1 diabetes mellitus
17858	C10E..	1	Type 1 diabetes mellitus
35288	C10E800	1	Type 1 diabetes mellitus - poor control
35288	C10E800.	1	Type 1 diabetes mellitus - poor control
45914	C108812	1	Type 1 diabetes mellitus - poor control
45914	C10E8	1	Type 1 diabetes mellitus - poor control
45914	C10E8.	1	Type 1 diabetes mellitus - poor control
45914	C10E8..	1	Type 1 diabetes mellitus - poor control
109628	C10P011	1	Type 1 diabetes mellitus in remission
40682	C10E900	1	Type 1 diabetes mellitus maturity onset
40682	C10E900.	1	Type 1 diabetes mellitus maturity onset
97446	C108912	1	Type 1 diabetes mellitus maturity onset
97446	C10E9	1	Type 1 diabetes mellitus maturity onset
97446	C10E9.	1	Type 1 diabetes mellitus maturity onset
97446	C10E9..	1	Type 1 diabetes mellitus maturity onset
18642	C10EH	1	Type 1 diabetes mellitus with arthropathy
18642	C10EH.	1	Type 1 diabetes mellitus with arthropathy
18642	C10EH..	1	Type 1 diabetes mellitus with arthropathy
18642	C10EH00	1	Type 1 diabetes mellitus with arthropathy
18642	C10EH00.	1	Type 1 diabetes mellitus with arthropathy
49554	C10EF	1	Type 1 diabetes mellitus with diabetic cataract
49554	C10EF.	1	Type 1 diabetes mellitus with diabetic cataract
49554	C10EF..	1	Type 1 diabetes mellitus with diabetic cataract
49554	C10EF00	1	Type 1 diabetes mellitus with diabetic cataract
49554	C10EF00.	1	Type 1 diabetes mellitus with diabetic cataract
22871	C10EP	1	Type 1 diabetes mellitus with exudative maculopathy
22871	C10EP.	1	Type 1 diabetes mellitus with exudative maculopathy
22871	C10EP00	1	Type 1 diabetes mellitus with exudative maculopathy
22871	C10EP00.	1	Type 1 diabetes mellitus with exudative maculopathy
69993	C10E6	1	Type 1 diabetes mellitus with gangrene
69993	C10E6.	1	Type 1 diabetes mellitus with gangrene
69993	C10E6..	1	Type 1 diabetes mellitus with gangrene
69993	C10E600	1	Type 1 diabetes mellitus with gangrene
69993	C10E600.	1	Type 1 diabetes mellitus with gangrene
55239	C10EQ	1	Type 1 diabetes mellitus with gastroparesis
55239	C10EQ.	1	Type 1 diabetes mellitus with gastroparesis
55239	C10EQ00	1	Type 1 diabetes mellitus with gastroparesis
55239	C10EQ00.	1	Type 1 diabetes mellitus with gastroparesis
39070	C10EE00	1	Type 1 diabetes mellitus with hypoglycaemic coma
39070	C10EE00.	1	Type 1 diabetes mellitus with hypoglycaemic coma
70766	C108E12	1	Type 1 diabetes mellitus with hypoglycaemic coma
70766	C10EE	1	Type 1 diabetes mellitus with hypoglycaemic coma
70766	C10EE.	1	Type 1 diabetes mellitus with hypoglycaemic coma
70766	C10EE..	1	Type 1 diabetes mellitus with hypoglycaemic coma
10692	C10EM	1	Type 1 diabetes mellitus with ketoacidosis
10692	C10EM.	1	Type 1 diabetes mellitus with ketoacidosis
10692	C10EM00	1	Type 1 diabetes mellitus with ketoacidosis
10692	C10EM00.	1	Type 1 diabetes mellitus with ketoacidosis
40837	C10EN	1	Type 1 diabetes mellitus with ketoacidotic coma
40837	C10EN.	1	Type 1 diabetes mellitus with ketoacidotic coma
40837	C10EN00	1	Type 1 diabetes mellitus with ketoacidotic coma
40837	C10EN00.	1	Type 1 diabetes mellitus with ketoacidotic coma
68105	C10EB	1	Type 1 diabetes mellitus with mononeuropathy
68105	C10EB.	1	Type 1 diabetes mellitus with mononeuropathy
68105	C10EB..	1	Type 1 diabetes mellitus with mononeuropathy
68105	C10EB00	1	Type 1 diabetes mellitus with mononeuropathy
68105	C10EB00.	1	Type 1 diabetes mellitus with mononeuropathy
47650	C10E3	1	Type 1 diabetes mellitus with multiple complications
47650	C10E3.	1	Type 1 diabetes mellitus with multiple complications
47650	C10E3..	1	Type 1 diabetes mellitus with multiple complications
47650	C10E300	1	Type 1 diabetes mellitus with multiple complications
47650	C10E300.	1	Type 1 diabetes mellitus with multiple complications
10418	C10ED	1	Type 1 diabetes mellitus with nephropathy
10418	C10ED.	1	Type 1 diabetes mellitus with nephropathy
10418	C10ED..	1	Type 1 diabetes mellitus with nephropathy
10418	C10ED00	1	Type 1 diabetes mellitus with nephropathy
10418	C10ED00.	1	Type 1 diabetes mellitus with nephropathy
42831	C10E2	1	Type 1 diabetes mellitus with neurological complications
61829	C10E2.	1	Type 1 diabetes mellitus with neurological complications
61929	C10E2..	1	Type 1 diabetes mellitus with neurological complications
42831	C10E200	1	Type 1 diabetes mellitus with neurological complications
42831	C10E200.	1	Type 1 diabetes mellitus with neurological complications
61829	C108212	1	Type 1 diabetes mellitus with neurological complications
18230	C108J12	1	Type 1 diabetes mellitus with neuropathic arthropathy
54008	C10EJ	1	Type 1 diabetes mellitus with neuropathic arthropathy
54008	C10EJ.	1	Type 1 diabetes mellitus with neuropathic arthropathy
54008	C10EJ00	1	Type 1 diabetes mellitus with neuropathic arthropathy
54008	C10EJ00.	1	Type 1 diabetes mellitus with neuropathic arthropathy
47649	C10E100	1	Type 1 diabetes mellitus with ophthalmic complications
102740	C108112	1	Type 1 diabetes mellitus with ophthalmic complications
102740	C10E1	1	Type 1 diabetes mellitus with ophthalmic complications
102740	C10E1.	1	Type 1 diabetes mellitus with ophthalmic complications
102740	C10E1..	1	Type 1 diabetes mellitus with ophthalmic complications
93468	C10EG	1	Type 1 diabetes mellitus with peripheral angiopathy
93468	C10EG.	1	Type 1 diabetes mellitus with peripheral angiopathy
93468	C10EG..	1	Type 1 diabetes mellitus with peripheral angiopathy
93468	C10EG00	1	Type 1 diabetes mellitus with peripheral angiopathy
93468	C10EG00.	1	Type 1 diabetes mellitus with peripheral angiopathy
30294	C10EL	1	Type 1 diabetes mellitus with persistent microalbuminuria
30294	C10EL.	1	Type 1 diabetes mellitus with persistent microalbuminuria
30294	C10EL00	1	Type 1 diabetes mellitus with persistent microalbuminuria
30294	C10EL00.	1	Type 1 diabetes mellitus with persistent microalbuminuria
30323	C10EK	1	Type 1 diabetes mellitus with persistent proteinuria
30323	C10EK.	1	Type 1 diabetes mellitus with persistent proteinuria
30323	C10EK00	1	Type 1 diabetes mellitus with persistent proteinuria
30323	C10EK00.	1	Type 1 diabetes mellitus with persistent proteinuria
46301	C10EC	1	Type 1 diabetes mellitus with polyneuropathy
46301	C10EC.	1	Type 1 diabetes mellitus with polyneuropathy
46301	C10EC..	1	Type 1 diabetes mellitus with polyneuropathy
46301	C10EC00	1	Type 1 diabetes mellitus with polyneuropathy
46301	C10EC00.	1	Type 1 diabetes mellitus with polyneuropathy
21983	C108012	1	Type 1 diabetes mellitus with renal complications
47582	C10E0	1	Type 1 diabetes mellitus with renal complications
47582	C10E0.	1	Type 1 diabetes mellitus with renal complications
47582	C10E0..	1	Type 1 diabetes mellitus with renal complications
47582	C10E000	1	Type 1 diabetes mellitus with renal complications
47582	C10E000.	1	Type 1 diabetes mellitus with renal complications
18387	C10E700	1	Type 1 diabetes mellitus with retinopathy
18387	C10E700.	1	Type 1 diabetes mellitus with retinopathy
41049	C108712	1	Type 1 diabetes mellitus with retinopathy
41049	C10E7	1	Type 1 diabetes mellitus with retinopathy
41049	C10E7.	1	Type 1 diabetes mellitus with retinopathy
41049	C10E7..	1	Type 1 diabetes mellitus with retinopathy
18683	C10E500	1	Type 1 diabetes mellitus with ulcer
18683	C10E500.	1	Type 1 diabetes mellitus with ulcer
68390	C108512	1	Type 1 diabetes mellitus with ulcer
68390	C10E5	1	Type 1 diabetes mellitus with ulcer
68390	C10E5.	1	Type 1 diabetes mellitus with ulcer
68390	C10E5..	1	Type 1 diabetes mellitus with ulcer
69676	C10EA	1	Type 1 diabetes mellitus without complication
69676	C10EA.	1	Type 1 diabetes mellitus without complication
69676	C10EA..	1	Type 1 diabetes mellitus without complication
69676	C10EA00	1	Type 1 diabetes mellitus without complication
69676	C10EA00.	1	Type 1 diabetes mellitus without complication
104453	66At011	1	Type 1 diabetic dietary review
758	C10F.00	1	Type 2 diabetes mellitus
17859	C109.12	1	Type 2 diabetes mellitus
17859	C10F	1	Type 2 diabetes mellitus
17859	C10F.	1	Type 2 diabetes mellitus
17859	C10F..	1	Type 2 diabetes mellitus
25627	C10F700	1	Type 2 diabetes mellitus - poor control
25627	C10F700.	1	Type 2 diabetes mellitus - poor control
45913	C109712	1	Type 2 diabetes mellitus - poor control
45913	C10F7	1	Type 2 diabetes mellitus - poor control
45913	C10F7.	1	Type 2 diabetes mellitus - poor control
49869	C109G12	1	Type 2 diabetes mellitus with arthropathy
59253	C10FG	1	Type 2 diabetes mellitus with arthropathy
59253	C10FG.	1	Type 2 diabetes mellitus with arthropathy
59253	C10FG00	1	Type 2 diabetes mellitus with arthropathy
59253	C10FG00.	1	Type 2 diabetes mellitus with arthropathy
44779	C109E12	1	Type 2 diabetes mellitus with diabetic cataract
44982	C10FE	1	Type 2 diabetes mellitus with diabetic cataract
44982	C10FE.	1	Type 2 diabetes mellitus with diabetic cataract
44982	C10FE00	1	Type 2 diabetes mellitus with diabetic cataract
44982	C10FE00.	1	Type 2 diabetes mellitus with diabetic cataract
25591	C10FQ	1	Type 2 diabetes mellitus with exudative maculopathy
25591	C10FQ.	1	Type 2 diabetes mellitus with exudative maculopathy
25591	C10FQ00	1	Type 2 diabetes mellitus with exudative maculopathy
25591	C10FQ00.	1	Type 2 diabetes mellitus with exudative maculopathy
12736	C10F500	1	Type 2 diabetes mellitus with gangrene
12736	C10F500.	1	Type 2 diabetes mellitus with gangrene
46150	C109512	1	Type 2 diabetes mellitus with gangrene
46150	C10F5	1	Type 2 diabetes mellitus with gangrene
46150	C10F5.	1	Type 2 diabetes mellitus with gangrene
63690	C10FR	1	Type 2 diabetes mellitus with gastroparesis
63690	C10FR.	1	Type 2 diabetes mellitus with gastroparesis
63690	C10FR00	1	Type 2 diabetes mellitus with gastroparesis
63690	C10FR00.	1	Type 2 diabetes mellitus with gastroparesis
46917	C10FD00	1	Type 2 diabetes mellitus with hypoglycaemic coma
46917	C10FD00.	1	Type 2 diabetes mellitus with hypoglycaemic coma
61071	C109D12	1	Type 2 diabetes mellitus with hypoglycaemic coma
61071	C10FD	1	Type 2 diabetes mellitus with hypoglycaemic coma
61071	C10FD.	1	Type 2 diabetes mellitus with hypoglycaemic coma
32627	C10FN	1	Type 2 diabetes mellitus with ketoacidosis
32627	C10FN.	1	Type 2 diabetes mellitus with ketoacidosis
32627	C10FN00	1	Type 2 diabetes mellitus with ketoacidosis
32627	C10FN00.	1	Type 2 diabetes mellitus with ketoacidosis
51756	C10FP00	1	Type 2 diabetes mellitus with ketoacidotic coma
51756	C10FP00.	1	Type 2 diabetes mellitus with ketoacidotic coma
106061	C10FP11.	1	Type 2 diabetes mellitus with ketoacidotic coma
62674	C10FA	1	Type 2 diabetes mellitus with mononeuropathy
62674	C10FA.	1	Type 2 diabetes mellitus with mononeuropathy
62674	C10FA00	1	Type 2 diabetes mellitus with mononeuropathy
62674	C10FA00.	1	Type 2 diabetes mellitus with mononeuropathy
65267	C10F300	1	Type 2 diabetes mellitus with multiple complications
65267	C10F300.	1	Type 2 diabetes mellitus with multiple complications
108005	C109312	1	Type 2 diabetes mellitus with multiple complications
108005	C10F3	1	Type 2 diabetes mellitus with multiple complications
108005	C10F3.	1	Type 2 diabetes mellitus with multiple complications
12640	C10FC00	1	Type 2 diabetes mellitus with nephropathy
12640	C10FC00.	1	Type 2 diabetes mellitus with nephropathy
24836	C109C12	1	Type 2 diabetes mellitus with nephropathy
24836	C10FC	1	Type 2 diabetes mellitus with nephropathy
24836	C10FC.	1	Type 2 diabetes mellitus with nephropathy
34268	C10F200	1	Type 2 diabetes mellitus with neurological complications
34268	C10F200.	1	Type 2 diabetes mellitus with neurological complications
45919	C109212	1	Type 2 diabetes mellitus with neurological complications
45919	C10F2	1	Type 2 diabetes mellitus with neurological complications
45919	C10F2.	1	Type 2 diabetes mellitus with neurological complications
35385	C10FH00	1	Type 2 diabetes mellitus with neuropathic arthropathy
35385	C10FH00.	1	Type 2 diabetes mellitus with neuropathic arthropathy
66965	C109H12	1	Type 2 diabetes mellitus with neuropathic arthropathy
66965	C10FH	1	Type 2 diabetes mellitus with neuropathic arthropathy
66965	C10FH.	1	Type 2 diabetes mellitus with neuropathic arthropathy
47321	C10F100	1	Type 2 diabetes mellitus with ophthalmic complications
47321	C10F100.	1	Type 2 diabetes mellitus with ophthalmic complications
70316	C109112	1	Type 2 diabetes mellitus with ophthalmic complications
70316	C10F1	1	Type 2 diabetes mellitus with ophthalmic complications
70316	C10F1.	1	Type 2 diabetes mellitus with ophthalmic complications
37806	C10FF00	1	Type 2 diabetes mellitus with peripheral angiopathy
37806	C10FF00.	1	Type 2 diabetes mellitus with peripheral angiopathy
60699	C109F12	1	Type 2 diabetes mellitus with peripheral angiopathy
60699	C10FF	1	Type 2 diabetes mellitus with peripheral angiopathy
60699	C10FF.	1	Type 2 diabetes mellitus with peripheral angiopathy
18390	C10FM	1	Type 2 diabetes mellitus with persistent microalbuminuria
18390	C10FM.	1	Type 2 diabetes mellitus with persistent microalbuminuria
18390	C10FM00	1	Type 2 diabetes mellitus with persistent microalbuminuria
18390	C10FM00.	1	Type 2 diabetes mellitus with persistent microalbuminuria
26054	C10FL	1	Type 2 diabetes mellitus with persistent proteinuria
26054	C10FL.	1	Type 2 diabetes mellitus with persistent proteinuria
26054	C10FL00	1	Type 2 diabetes mellitus with persistent proteinuria
26054	C10FL00.	1	Type 2 diabetes mellitus with persistent proteinuria
18425	C10FB00	1	Type 2 diabetes mellitus with polyneuropathy
18425	C10FB00.	1	Type 2 diabetes mellitus with polyneuropathy
109865	C109B12	1	Type 2 diabetes mellitus with polyneuropathy
109865	C10FB	1	Type 2 diabetes mellitus with polyneuropathy
18209	C109012	1	Type 2 diabetes mellitus with renal complications
18777	C10F0	1	Type 2 diabetes mellitus with renal complications
18777	C10F0.	1	Type 2 diabetes mellitus with renal complications
18777	C10F000	1	Type 2 diabetes mellitus with renal complications
18777	C10F000.	1	Type 2 diabetes mellitus with renal complications
18496	C10F600	1	Type 2 diabetes mellitus with retinopathy
18496	C10F600.	1	Type 2 diabetes mellitus with retinopathy
42762	C109612	1	Type 2 diabetes mellitus with retinopathy
42762	C10F6	1	Type 2 diabetes mellitus with retinopathy
42762	C10F6.	1	Type 2 diabetes mellitus with retinopathy
49074	C10F400	1	Type 2 diabetes mellitus with ulcer
49074	C10F400.	1	Type 2 diabetes mellitus with ulcer
65704	C109412	1	Type 2 diabetes mellitus with ulcer
65704	C10F4	1	Type 2 diabetes mellitus with ulcer
65704	C10F4.	1	Type 2 diabetes mellitus with ulcer
47954	C10F900	1	Type 2 diabetes mellitus without complication
47954	C10F900.	1	Type 2 diabetes mellitus without complication
105784	C109912	1	Type 2 diabetes mellitus without complication
105784	C10F9	1	Type 2 diabetes mellitus without complication
105784	C10F9.	1	Type 2 diabetes mellitus without complication
102611	66At111	1	Type 2 diabetic dietary review
37957	C10K.00	1	Type A insulin resistance
56885	C10K000	1	Type A insulin resistance without complication
12455	C10E.11	1	Type I diabetes mellitus
24423	C108.13	1	Type I diabetes mellitus
46850	C108811	1	Type I diabetes mellitus - poor control
105337	C10E811	1	Type I diabetes mellitus - poor control
108360	C10P000	1	Type I diabetes mellitus in remission
63017	C108911	1	Type I diabetes mellitus maturity onset
96235	C10E911	1	Type I diabetes mellitus maturity onset
96235	C10E911.	1	Type I diabetes mellitus maturity onset
62352	C108H11	1	Type I diabetes mellitus with arthropathy
17545	C108F11	1	Type I diabetes mellitus with diabetic cataract
97894	C10EP11	1	Type I diabetes mellitus with exudative maculopathy
97894	C10EP11.	1	Type I diabetes mellitus with exudative maculopathy
102112	C10E611	1	Type I diabetes mellitus with gangrene
102112	C10E611.	1	Type I diabetes mellitus with gangrene
108724	C10EQ11	1	Type I diabetes mellitus with gastroparesis
108724	C10EQ11.	1	Type I diabetes mellitus with gastroparesis
42729	C108E11	1	Type I diabetes mellitus with hypoglycaemic coma
62209	C10EM11	1	Type I diabetes mellitus with ketoacidosis
62209	C10EM11.	1	Type I diabetes mellitus with ketoacidosis
66145	C10EN11	1	Type I diabetes mellitus with ketoacidotic coma
66145	C10EN11.	1	Type I diabetes mellitus with ketoacidotic coma
99231	C108B11	1	Type I diabetes mellitus with mononeuropathy
91942	C10E311	1	Type I diabetes mellitus with multiple complications
91942	C10E311.	1	Type I diabetes mellitus with multiple complications
108007	C108311	1	Type I diabetes mellitus with multiple complications
66872	C108D11	1	Type I diabetes mellitus with nephropathy
49146	C108211	1	Type I diabetes mellitus with neurological complications
60208	C108J11	1	Type I diabetes mellitus with neuropathic arthropathy
99311	C10E111	1	Type I diabetes mellitus with ophthalmic complications
99311	C10E111.	1	Type I diabetes mellitus with ophthalmic complications
102620	C10EL11	1	Type I diabetes mellitus with persistent microalbuminuria
102620	C10EL11.	1	Type I diabetes mellitus with persistent microalbuminuria
91943	C10EC11	1	Type I diabetes mellitus with polyneuropathy
91943	C10EC11.	1	Type I diabetes mellitus with polyneuropathy
61344	C108011	1	Type I diabetes mellitus with renal complications
109837	C10E011	1	Type I diabetes mellitus with renal complications
109837	C10E011.	1	Type I diabetes mellitus with renal complications
38161	C108711	1	Type I diabetes mellitus with retinopathy
95343	C10E711	1	Type I diabetes mellitus with retinopathy
95343	C10E711.	1	Type I diabetes mellitus with retinopathy
51957	C108511	1	Type I diabetes mellitus with ulcer
93878	C10E511	1	Type I diabetes mellitus with ulcer
93878	C10E511.	1	Type I diabetes mellitus with ulcer
62613	C10EA11	1	Type I diabetes mellitus without complication
62613	C10EA11.	1	Type I diabetes mellitus without complication
95992	C108A11	1	Type I diabetes mellitus without complication
102704	66At000	1	Type I diabetic dietary review
18219	C109.13	1	Type II diabetes mellitus
22884	C10F.11	1	Type II diabetes mellitus
24458	C109711	1	Type II diabetes mellitus - poor control
47315	C10F711	1	Type II diabetes mellitus - poor control
47315	C10F711.	1	Type II diabetes mellitus - poor control
107824	C10P100	1	Type II diabetes mellitus in remission
107824	C10P100.	1	Type II diabetes mellitus in remission
18143	C109G11	1	Type II diabetes mellitus with arthropathy
103902	C10FG11	1	Type II diabetes mellitus with arthropathy
103902	C10FG11.	1	Type II diabetes mellitus with arthropathy
48192	C109E11	1	Type II diabetes mellitus with diabetic cataract
93727	C10FE11	1	Type II diabetes mellitus with diabetic cataract
93727	C10FE11.	1	Type II diabetes mellitus with diabetic cataract
62107	C109511	1	Type II diabetes mellitus with gangrene
104323	C10F511	1	Type II diabetes mellitus with gangrene
104323	C10F511.	1	Type II diabetes mellitus with gangrene
56268	C109D11	1	Type II diabetes mellitus with hypoglycaemic coma
98723	C10FD11	1	Type II diabetes mellitus with hypoglycaemic coma
98723	C10FD11.	1	Type II diabetes mellitus with hypoglycaemic coma
106528	C10FN11	1	Type II diabetes mellitus with ketoacidosis
106528	C10FN11.	1	Type II diabetes mellitus with ketoacidosis
106061	C10FP11	1	Type II diabetes mellitus with ketoacidotic coma
50813	C109A11	1	Type II diabetes mellitus with mononeuropathy
95351	C10FA11	1	Type II diabetes mellitus with mononeuropathy
95351	C10FA11.	1	Type II diabetes mellitus with mononeuropathy
43227	C10F311	1	Type II diabetes mellitus with multiple complications
43227	C10F311.	1	Type II diabetes mellitus with multiple complications
64571	C109C11	1	Type II diabetes mellitus with nephropathy
102201	C10FC11	1	Type II diabetes mellitus with nephropathy
102201	C10FC11.	1	Type II diabetes mellitus with nephropathy
67905	C109211	1	Type II diabetes mellitus with neurological complications
98616	C10F211	1	Type II diabetes mellitus with neurological complications
98616	C10F211.	1	Type II diabetes mellitus with neurological complications
47816	C109H11	1	Type II diabetes mellitus with neuropathic arthropathy
109197	C10FH11	1	Type II diabetes mellitus with neuropathic arthropathy
109197	C10FH11.	1	Type II diabetes mellitus with neuropathic arthropathy
59725	C109111	1	Type II diabetes mellitus with ophthalmic complications
100964	C10F111	1	Type II diabetes mellitus with ophthalmic complications
100964	C10F111.	1	Type II diabetes mellitus with ophthalmic complications
54899	C109F11	1	Type II diabetes mellitus with peripheral angiopathy
104639	C10FF11	1	Type II diabetes mellitus with peripheral angiopathy
104639	C10FF11.	1	Type II diabetes mellitus with peripheral angiopathy
85991	C10FM11	1	Type II diabetes mellitus with persistent microalbuminuria
85991	C10FM11.	1	Type II diabetes mellitus with persistent microalbuminuria
60796	C10FL11	1	Type II diabetes mellitus with persistent proteinuria
60796	C10FL11.	1	Type II diabetes mellitus with persistent proteinuria
47409	C109B11	1	Type II diabetes mellitus with polyneuropathy
50527	C10FB11	1	Type II diabetes mellitus with polyneuropathy
50527	C10FB11.	1	Type II diabetes mellitus with polyneuropathy
50225	C109011	1	Type II diabetes mellitus with renal complications
57278	C10F011	1	Type II diabetes mellitus with renal complications
57278	C10F011.	1	Type II diabetes mellitus with renal complications
49655	C10F611	1	Type II diabetes mellitus with retinopathy
49655	C10F611.	1	Type II diabetes mellitus with retinopathy
58604	C109611	1	Type II diabetes mellitus with retinopathy
55075	C109411	1	Type II diabetes mellitus with ulcer
91646	C10F411	1	Type II diabetes mellitus with ulcer
91646	C10F411.	1	Type II diabetes mellitus with ulcer
53392	C10F911	1	Type II diabetes mellitus without complication
53392	C10F911.	1	Type II diabetes mellitus without complication
109103	C109911	1	Type II diabetes mellitus without complication
101801	66At100	1	Type II diabetic dietary review
38078	66A9	1	Understands diet - diabetes
38078	66A9.	1	Understands diet - diabetes
38078	66A9..	1	Understands diet - diabetes
38078	66A9.00	1	Understands diet - diabetes
64449	C108z00	1	Unspecified diabetes mellitus with multiple complications
9013	66AJ.11	1	Unstable diabetes
26855	C108400	1	Unstable insulin dependent diabetes mellitus
54600	C10E412	1	Unstable insulin dependent diabetes mellitus
54600	C10E412.	1	Unstable insulin dependent diabetes mellitus
43921	C10E400	1	Unstable type 1 diabetes mellitus
43921	C10E400.	1	Unstable type 1 diabetes mellitus
49949	C10E4	1	Unstable type 1 diabetes mellitus
49949	C10E4.	1	Unstable type 1 diabetes mellitus
49949	C10E4..	1	Unstable type 1 diabetes mellitus
97474	C108412	1	Unstable type 1 diabetes mellitus
49949	C10E411	1	Unstable type I diabetes mellitus
49949	C10E411.	1	Unstable type I diabetes mellitus
60107	C108411	1	Unstable type I diabetes mellitus
60107	C108411.	1	Unstable type I diabetes mellitus
100533	66AQ000	1	Unsuitable for diabetes year of care programme
51939	ZV6DB00	1	[V]Admitted for conversion to insulin
